generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
139,54,1.5348820112718258,1.013173000405669,1.0181473309976812,15,23,16
140,57,1.266041653783016,1.014501197223993,1.0185231363897198,9,19,29
141,37,1.9816407556639366,1.013037154242216,1.0193554279352486,17,14,6
142,51,1.70698062527169,1.0141068250743948,1.0186420668939429,18,14,19
143,52,1.5513530190962483,1.0158682056495492,1.0197701619451625,16,19,17
144,52,1.5002679167113082,1.0178418790331152,1.0176838789402753,16,21,15
145,54,1.3787658864825574,1.0171088738814147,1.0173624813347037,12,14,28
146,38,1.6983739182960222,1.0177746632101814,1.0183816216702843,12,10,16
147,37,1.729367507917286,1.0229875818102114,1.0222526933413723,11,8,18
148,33,1.8914748051664265,1.0236056802806672,1.021089015924953,11,11,11
149,36,1.9529483842941895,1.0278533345948153,1.0222838744843776,18,11,7
150,49,1.5834466732255144,1.0255508724365894,1.0212504389112549,21,13,15
151,55,1.5752433055566284,1.0278766058444433,1.0207922003019203,17,18,20
152,55,1.5965362959617546,1.0260299323320181,1.021459085912966,15,23,17
153,54,1.6547737405615057,1.0287503437978287,1.0223995477929473,17,15,22
154,51,1.392926104926313,1.0332893753930275,1.023849625189883,10,13,28
155,35,1.9228306607086585,1.0319191396112712,1.024931781222104,13,10,12
156,39,2.013627868159804,1.027744232386289,1.0234802575914896,20,8,11
157,50,1.542225896462651,1.0265088649001057,1.0238033617762001,14,21,15
158,51,1.655402125674396,1.0245405444368263,1.024610600035432,18,19,14
159,57,1.4347483633595117,1.0226332455567604,1.0237305574583035,18,17,22
160,53,1.6029027198636614,1.024071237110578,1.0237811283657798,17,18,18
161,53,1.5513236858212154,1.0201187688550029,1.0242038544515535,18,15,20
162,53,1.4979013435668613,1.019724372941383,1.024310598142197,20,15,18
163,55,1.5238502229543263,1.017835332327264,1.0253022419571072,14,20,21
164,50,1.7305314047798248,1.0149342287862504,1.0261885086551374,13,24,13
165,51,1.6315122815623786,1.0122217406655547,1.0248414590746087,16,15,20
166,49,1.6455939646043987,1.0057285104900793,1.0250047987456372,15,18,16
167,51,1.53356917430809,1.0076439491323887,1.0243546454848527,17,21,13
168,57,1.699370740302622,1.0087120295083554,1.0243084790646981,18,16,23
169,55,1.5835469902751704,1.0097226628151754,1.0234845993233084,16,23,16
170,56,1.5254472038524225,1.0127593413581941,1.0234936222295021,18,17,21
171,55,1.6422657475770883,1.0123315746179484,1.0230811258741088,16,25,14
172,58,1.5437585249027208,1.0157928905079856,1.0207977928573488,16,19,23
173,54,1.498809365284642,1.017931340879978,1.0218362440716864,16,17,21
174,52,1.6387790349743638,1.0177803309180593,1.021206514332482,15,18,19
175,49,1.7950084208191317,1.0183582996376017,1.0226802760769098,21,12,16
176,55,1.5514606954895542,1.0215732832529465,1.0213323652194737,15,21,19
177,53,1.5378717183451103,1.0206458810168129,1.022558807535787,19,18,16
178,57,1.569651543543216,1.0202480058449654,1.024867019555419,13,21,23
179,50,1.6487908767047066,1.017246090016844,1.0250466271082213,18,20,12
180,56,1.4365957373618752,1.0169689955825045,1.0262202713707878,16,22,18
181,54,1.7060097811969266,1.0201210781369363,1.0236652132751065,14,23,17
182,54,1.7453873563062903,1.0240626332946094,1.0235293000647343,18,14,22
183,51,1.74847807041421,1.030906791795847,1.0206752678910294,15,26,10
184,56,1.6341766479320188,1.0353299506910878,1.0185903310802138,21,12,23
185,54,1.668440524895549,1.036112300866617,1.016976136188368,16,21,17
186,53,1.5308187632271382,1.0382205046283874,1.0146210045632604,16,18,19
187,53,1.5212839742810154,1.0404022883745139,1.0166101538667618,16,16,21
188,51,1.5691754790729622,1.038552891246624,1.0206766863626233,18,18,15
189,54,1.5923712151801142,1.0381931259878334,1.022090547471327,14,22,18
190,52,1.6404200006316882,1.0332838542837146,1.023465545083759,20,15,17
191,55,1.6447835426454123,1.0319146459551392,1.0254192714252661,17,21,17
192,55,1.4942438669213505,1.032144252566082,1.0254692816717605,19,21,15
193,60,1.4711048062618204,1.0321539330398724,1.0268487120545624,13,27,20
194,54,1.299982975114555,1.0345870735069675,1.0264909447630473,12,12,30
195,36,1.839520544714659,1.0336284010596468,1.027828512028855,11,7,18
196,34,1.9547857524073247,1.029481799740355,1.0304188968307428,10,11,13
197,34,2.0180783677015364,1.0361249944194615,1.0235283104375894,15,11,8
198,44,1.5825198409131922,1.0350042707094902,1.0239997598947037,11,14,19
199,36,1.9574172494322302,1.0393405086622782,1.026141930168426,19,11,6
200,50,1.5772014548482907,1.0415292711138402,1.026155775582543,13,24,13
201,50,1.573644519264557,1.0449780434114984,1.0217133468786648,15,20,15
202,51,1.5677970251218798,1.042250196997406,1.0257054077097307,16,19,16
203,53,1.726255549738038,1.042011898677321,1.029746124429606,18,17,18
204,55,1.584457500936231,1.0393952803504838,1.0332973239602683,16,19,20
205,53,1.6882982382519842,1.0412600796762905,1.0347739437816001,14,18,21
206,49,1.7359189752120465,1.0419160176616276,1.0394902976743612,19,16,14
207,54,1.6932474776542732,1.040401889521112,1.039239752576748,19,16,19
208,55,1.501358391386415,1.0414758454896844,1.0415958896827275,16,17,22
209,51,1.681330748956783,1.0414975244794447,1.0435952123288312,17,18,16
210,54,1.6584022453067158,1.0397914279569205,1.0444415337049542,14,25,15
211,55,1.5154236790640017,1.0409212698602064,1.0445106214382465,19,19,17
212,57,1.588386143551287,1.0417595019366284,1.0462873412532527,20,14,23
213,55,1.5293649349337286,1.0435236203730829,1.0477152464017268,17,26,12
214,60,1.5920250633633102,1.0437480405834854,1.0498253437152296,16,23,21
215,55,1.6230864219853745,1.0459173792962932,1.047859654192402,16,19,20
216,53,1.6357853454600026,1.0476953274600005,1.047962543429616,22,11,20
217,56,1.625065741783917,1.0493944485214528,1.0506235014209868,16,22,18
218,55,1.4945967684341215,1.0496649983174187,1.0509382230408566,18,14,23
219,53,1.3007605420118007,1.0499643272007078,1.0519658861678929,9,13,31
220,33,1.9089235680328465,1.0507167688432733,1.0543107133782676,16,4,13
221,37,1.844806894236468,1.0474754983467922,1.0558398795635793,13,9,15
222,38,1.670564840503359,1.0445081975318953,1.0595106267253873,10,12,16
223,33,2.13450333643838,1.0432878164595911,1.0571314147103046,17,10,6
224,46,1.593535373565357,1.043018066415054,1.057598806404137,18,12,16
225,50,1.6690969389658497,1.0413904228733748,1.0591835129308351,18,16,16
226,54,1.5378015286948599,1.0408100491172751,1.0577404062576259,14,20,20
227,50,1.7977362341029377,1.0409313750515237,1.057498682502944,15,19,16
228,52,1.6314398481689842,1.0418186618194176,1.0584369077410074,18,14,20
229,51,1.6088953465389653,1.04158396849154,1.0591838233109836,16,18,17
230,53,1.4977460117187242,1.0406802744037067,1.059603862593963,17,18,18
231,53,1.3233073936928261,1.0401504429552377,1.060045000477129,8,18,27
232,35,1.770527920514631,1.039090154458191,1.0618098002711402,10,12,13
233,36,1.8562665859321719,1.0394728762889072,1.0619595654648348,13,8,15
234,36,1.745788658668718,1.0385739277457668,1.0619679083175855,11,8,17
235,33,1.8699613849449985,1.039464474333477,1.0629941600774915,12,12,9
236,37,1.709800050351217,1.0364369043064152,1.0623508985745787,12,7,18
237,35,1.9331671485027744,1.0360256595850401,1.0635771784198174,16,13,6
238,48,1.5594922542087375,1.03453514619576,1.0618492666971735,16,18,14
239,52,1.4128328825680947,1.035580706722772,1.062523529613515,12,12,28
240,37,1.7871233406106621,1.033334003111645,1.0627422379832445,13,10,14
241,38,1.8544067873585512,1.0363842941543844,1.0627893066042928,16,14,8
242,50,1.6835712579824198,1.036079247270821,1.0630030895910112,14,21,15
243,51,1.4676998115928672,1.0362967474600038,1.06378016266039,15,4,32
