generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
314,48,1.884834851079306,2.097906035342755,4.477370287216921,15,18,15
315,51,1.8693155940564037,2.1196875427548885,4.4372556799369445,20,9,22
316,52,1.9032176323007421,2.1274723625344296,4.3902898362030545,19,17,16
317,55,1.8565140001094316,2.110958157229408,4.344553143947864,19,14,22
318,53,1.8714344652232275,2.1424716248701405,4.313449410998737,18,11,24
319,48,1.9655926060423485,2.1471696620148157,4.259517771647026,19,12,17
320,51,1.9221443873984725,2.150815197229595,4.280061617116372,20,10,21
321,50,1.8960941036824785,2.225694392057024,4.293015602904068,15,12,23
322,46,1.971692095851478,2.204651194143677,4.371939108436958,15,12,19
323,46,1.9769468379471027,2.2115252567446633,4.354785578854051,18,13,15
324,50,1.9296453388083834,2.1920881215390793,4.381304679551525,20,9,21
325,50,1.9018904035454938,2.1827011245295562,4.445299624948314,16,12,22
326,47,1.9177905102418384,2.183703269177101,4.492198551768149,20,7,20
327,49,1.906790056611981,2.2144821591696733,4.497567372218406,19,9,21
328,50,1.8958355287535358,2.246544386515356,4.504850856431813,21,7,22
329,51,1.8991616678968788,2.2476953883086788,4.519111053669157,16,13,22
330,48,1.8726950384959793,2.2870357881241845,4.565548279636615,16,3,29
331,40,2.132416340215214,2.244239515492178,4.642397275922214,13,7,20
332,40,2.063775409620561,2.320426645186182,4.644400782028321,15,5,20
333,41,2.1262486276117016,2.3102078891431264,4.689095996873511,19,10,12
334,51,1.9152113520401293,2.3130123337827113,4.667546024070752,17,17,17
335,56,1.8364743483702992,2.3010809514992796,4.704575007317544,17,21,18
336,55,1.790242608747583,2.300324920850012,4.6730903535598225,17,10,28
337,48,1.9320049902605472,2.295482741097999,4.641649540119289,18,10,20
338,50,1.8925133021404692,2.306175431246787,4.556241440305422,19,11,20
339,51,1.8707863058084018,2.334596556444348,4.627388770011424,15,17,19
340,49,1.9400341124955613,2.4047834472471674,4.585213636269902,17,8,24
341,45,1.9915852672576813,2.461052294892176,4.493451477100541,16,10,19
342,45,1.9754439835576745,2.481280876185412,4.458691821208899,14,18,13
343,48,1.9563676007857087,2.4878007433442497,4.423058068675037,20,5,23
344,48,1.9622210299200011,2.5822817164809684,4.1550084865720285,19,11,18
345,50,1.9054429633146426,2.5907662145495305,4.166450840238244,18,15,17
346,53,1.8737800638037696,2.6340375958775173,4.0138895352475865,19,12,22
347,51,1.8925144292835872,2.5895499852331123,4.107671634544437,20,13,18
348,54,1.8177199362481458,2.6473579099498585,3.9603783746020986,19,10,25
349,50,1.9120812539492973,2.6578222236437683,3.901251649895615,16,16,18
350,51,1.882859502211544,2.6511470202071803,3.9263346226709723,20,6,25
351,48,1.950835811566792,2.6548527574919443,3.887089930804183,17,16,15
352,52,1.8777152826937888,2.621080615065748,3.9707736411020873,20,12,20
353,55,1.7465852748168142,2.6739718106839665,3.89396664139632,18,14,23
354,51,1.9064563760164195,2.6883614284738475,3.9102916988907777,19,10,22
355,51,1.9028835088623346,2.7125145282184406,3.8518768470173224,19,12,20
356,50,1.9109519115223923,2.699103494272817,3.848448478663422,21,7,22
357,50,1.899992536548371,2.784897624970562,3.687373354412029,15,16,19
358,50,1.8158987087861924,2.8347427277376305,3.620237560273468,20,10,20
359,51,1.9110419403303962,2.8443421576057233,3.485310605881969,18,10,23
360,48,1.938563285575996,2.86349005218797,3.408736947247615,20,13,15
361,55,1.8296009594193392,2.83096707670895,3.3976355137430017,20,16,19
362,57,1.7896642712002917,2.8389275155382,3.398490990980585,20,13,24
363,55,1.79178556883748,2.8596861569084853,3.380545930328265,14,20,21
364,52,1.8747154959414079,2.851251291283819,3.379032020972561,16,15,21
365,50,1.9171566462298033,2.8974215121761193,3.3755092790798824,16,16,18
366,50,1.9085245215589697,2.9098285782080184,3.3934668252764264,14,17,19
367,49,1.7238364919690043,2.9509889772933375,3.3667255696633434,17,16,16
368,51,1.8768540715341044,2.913710147961448,3.4441104540530643,14,12,25
369,45,1.9151748813436882,2.9222647742745735,3.4556380849694057,18,8,19
370,47,1.9622257914169552,2.979309220943037,3.39975879740051,20,8,19
371,49,1.8633138989094227,3.067508623478445,3.337454212367446,16,14,19
372,49,1.8794383429388737,3.071734309130792,3.4034589687446286,17,5,27
373,42,2.042617940088434,3.200348040527429,3.385847777916089,18,12,12
374,50,1.9202899626106065,3.253983997802215,3.4229862683864223,14,18,18
375,49,1.8291666784978875,3.300701580381491,3.3945500984563584,17,16,16
376,54,1.8333045438649824,3.359538275409276,3.3217008467159115,17,16,21
377,53,1.7987949044342475,3.433205606737452,3.2481099914003657,15,19,19
378,51,1.8695943856874975,3.4573735551316895,3.253935104909958,15,13,23
379,46,1.8357003010448223,3.547911825773342,3.271851764464304,16,14,16
380,49,1.8767317268811305,3.5886903868829,3.269064726614259,20,10,19
381,52,1.8676923788619533,3.5984822135134333,3.3027285946253846,18,13,21
382,51,1.8014309104662518,3.658741473432148,3.3074998731844008,12,20,19
